Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Number of offences
2016,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2016,1,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,190
2016,1,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,6
2016,1,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,14
2016,1,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,255
2016,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,7
2016,2,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,11
2016,2,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,32
2016,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,54
2016,2,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,12
2016,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,38
2016,2,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,10
2016,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,25
2016,2,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,33
2016,2,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,2
2016,2,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,33
2016,2,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2016,2,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,28
2016,2,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,50
2016,2,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2016,2,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,213
2016,2,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,3
2016,2,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,8
2016,2,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,277
2016,3,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,9
2016,3,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,7
2016,3,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,33
2016,3,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,45
2016,3,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,9
2016,3,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,32
2016,3,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,8
2016,3,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,13
2016,3,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,28
2016,3,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,2
2016,3,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,29
2016,3,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2016,3,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,17
2016,3,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,30
2016,3,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,1
2016,3,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,157
2016,3,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,2
2016,3,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,3
2016,3,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,10
2016,3,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,225
2016,4,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2016,4,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,4
2016,4,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,37
2016,4,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,55
2016,4,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,13
2016,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,17
2016,4,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,10
2016,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,16
2016,4,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2016,4,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,47
2016,4,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,6
2016,4,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,42
2016,4,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,4
2016,4,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,36
2016,4,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,53
2016,4,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2016,4,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,227
2016,4,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,5
2016,4,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2016,4,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,13
2016,4,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,246
2016,5,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,2
2016,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,4
2016,5,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,6
2016,5,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,30
2016,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,39
2016,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,4
2016,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,22
2016,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,15
2016,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,15
2016,5,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2016,5,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,54
2016,5,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,7
2016,5,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,42
2016,5,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,8
2016,5,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,31
2016,5,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,71
2016,5,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2016,5,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,261
2016,5,Robbery - extortion and related offences,Blackmail and extortion,No alcohol involved,Non-DV,Darwin,1
2016,5,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,2
2016,5,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,3
2016,5,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,13
2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,258
2016,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,1
2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,5
2016,6,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,42
2016,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,35
2016,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,8
2016,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,29
2016,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,13
2016,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,25
2016,6,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2016,6,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,54
2016,6,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,2
2016,6,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,48
2016,6,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,9
2016,6,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,36
2016,6,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,48
2016,6,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2016,6,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,230
2016,6,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,2
2016,6,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2016,6,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,6
2016,6,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,251
2016,7,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,3
2016,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,8
2016,7,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,6
2016,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,36
2016,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,32
2016,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,10
2016,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,28
2016,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,10
2016,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,15
2016,7,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,61
2016,7,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,7
2016,7,Homicide and related Offences,Murder,No alcohol involved,Non-DV,Darwin,1
2016,7,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,46
2016,7,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2016,7,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,30
2016,7,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,35
2016,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,5
2016,7,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,181
2016,7,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,10
2016,7,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,4
2016,7,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,10
2016,7,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,251
2016,8,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,2
2016,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2016,8,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,3
2016,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,33
2016,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,31
2016,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,5
2016,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,27
2016,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,10
2016,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,21
2016,8,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,2
2016,8,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,50
2016,8,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,4
2016,8,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,40
2016,8,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,3
2016,8,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,20
2016,8,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,34
2016,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2016,8,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,198
2016,8,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,4
2016,8,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2016,8,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,8
2016,8,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,280
2016,9,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,1
2016,9,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,3
2016,9,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,8
2016,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,32
2016,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,40
2016,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,7
2016,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,24
2016,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,12
2016,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,27
2016,9,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,25
2016,9,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,6
2016,9,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,88
2016,9,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,15
2016,9,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,27
2016,9,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,34
2016,9,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2016,9,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,168
2016,9,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,2
2016,9,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,10
2016,9,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,230
2016,10,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,1
2016,10,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,26
2016,10,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,35
2016,10,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,6
2016,10,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,35
2016,10,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,12
2016,10,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,13
2016,10,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,56
2016,10,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,10
2016,10,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,55
2016,10,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2016,10,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,34
2016,10,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,29
2016,10,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,5
2016,10,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,181
2016,10,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,5
2016,10,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2016,10,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,10
2016,10,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,261
2016,11,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2016,11,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,6
2016,11,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,41
2016,11,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,33
2016,11,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,16
2016,11,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,25
2016,11,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,20
2016,11,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,26
2016,11,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,3
2016,11,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,49
2016,11,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,3
2016,11,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,70
2016,11,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,10
2016,11,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,54
2016,11,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,33
2016,11,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2016,11,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,205
2016,11,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,9
2016,11,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,9
2016,11,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,306
2016,12,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2016,12,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,2
2016,12,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,50
2016,12,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,50
2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,14
2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,29
2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,8
2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,14
2016,12,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2016,12,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,86
2016,12,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,8
2016,12,Homicide and related Offences,Driving causing death,No alcohol involved,Non-DV,Darwin,1
2016,12,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,57
2016,12,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,4
2016,12,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,37
2016,12,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,38
2016,12,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,5
2016,12,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,273
2016,12,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,2
2016,12,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,2
2016,12,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,16
2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,297
2017,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,3
2017,1,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,4
2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,33
2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,50
2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,8
2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,26
2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,9
2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,14
2017,1,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,83
2017,1,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,8
2017,1,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,73
2017,1,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,14
2017,1,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,44
2017,1,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,46
2017,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2017,1,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,260
2017,1,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,5
2017,1,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,2
2017,1,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,14
2017,1,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,277
2017,2,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,1
2017,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,4
2017,2,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,5
2017,2,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,43
2017,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,49
2017,2,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,16
2017,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,33
2017,2,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,10
2017,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,21
2017,2,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,2
2017,2,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,73
2017,2,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2017,2,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,75
2017,2,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,18
2017,2,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,31
2017,2,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,38
2017,2,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,1
2017,2,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,260
2017,2,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,1
2017,2,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2017,2,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,9
2017,2,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,272
2017,3,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,2
2017,3,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2017,3,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,2
2017,3,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,43
2017,3,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,63
2017,3,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,8
2017,3,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,15
2017,3,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,14
2017,3,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,24
2017,3,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2017,3,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,73
2017,3,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,10
2017,3,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,89
2017,3,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,9
2017,3,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,33
2017,3,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,35
2017,3,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2017,3,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,264
2017,3,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,2
2017,3,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,3
2017,3,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,10
2017,3,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,290
2017,4,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,2
2017,4,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,30
2017,4,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,47
2017,4,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,8
2017,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,24
